Identifiant;Date (AAAA/MM/JJ);Heure;Nom;Région épicentrale;Choc;X RGF93/L93;Y RGF93/L93;Latitude en WGS 84;Longitude en WGS 84;Intensité épicentrale;Qualité intensité épicentrale
590003;1000/03/29;;HAINAUT (CHARLEROI ?);BELGIQUE;;812500.08;7045867.80;50.50;4.58;6;ARBITRAIRE
1100026;1013/11/18;12 h;PAYS DE LIEGE (LIEGE ?);BELGIQUE;;882985.65;7064446.42;50.65;5.58;;INFORMATION ISOLÉE
160001;1014/;;ANGOUMOIS (ANGOULEME);CHARENTES;;478075.43;6509611.52;45.65;0.15;7;INFORMATION ISOLÉE
1110203;1021/05/12;16 h;SOUABE (W. MEMMINGEN ?);ALLEMAGNE;;1252319.03;6792581.47;48.00;10.42;;
1100027;1026/02/14;;FLANDRES (GAND ?);BELGIQUE;;751538.74;7106278.76;51.05;3.73;;INFORMATION ISOLÉE
210035;1076/04/22;;COTE DIJONNAISE (DIJON ?);BOURGOGNE;;853583.12;6692682.34;47.32;5.03;;
580001;1079/07/17;;PUISAYE ?;NIVERNAIS;;716280.87;6722202.41;47.60;3.22;6;ARBITRAIRE
1110142;1080/12/01;;TAUNUS (MAYENCE);ALLEMAGNE;;1077669.89;7001654.66;50.00;8.27;6.5;INFORMATION ISOLÉE
1100006;1081/03/27;19 h;HAINAUT (CHARLEROI ?);BELGIQUE;;790270.31;7028754.47;50.35;4.27;6;ARBITRAIRE
490005;1083/03/21;16 h;LOUDUNOIS ?;POITOU;;464575.03;6662003.94;47.02;-0.10;;
1150107;1089/08/11;9 h;"""ANGLETERRE""";GRANDE-BRETAGNE;;564969.13;7325566.59;53.00;1.00;;INFORMATION ISOLÉE
500003;1091/11/02;;BOCAGE NORMAND (COUTANCES ?);NORMANDIE;;362305.24;6865385.89;48.80;-1.60;;
790002;1097/10/13;;PLAINES DU HAUT-POITOU (POITIERS ?);POITOU;;497120.83;6612659.32;46.58;0.35;;
490007;1098/10/04;;LOUDUNOIS ?;POITOU;;464575.03;6662003.94;47.02;-0.10;6;ARBITRAIRE
490008;1102/01/30;2 h;VAL D'ANJOU (ANGERS);ANJOU;;432668.50;6713378.05;47.47;-0.55;;
790003;1105/04/13;;PLAINES DU HAUT-POITOU (POITIERS ?);POITOU;;497120.83;6612659.32;46.58;0.35;;
490009;1106/05/04;4 h;VAL D'ANJOU (ANGERS);ANJOU;;432668.50;6713378.05;47.47;-0.55;;
350002;1112/;;MARAIS DE DOL (DOL-DE-BRETAGNE);BRETAGNE;;349635.56;6838293.73;48.55;-1.75;;INFORMATION ISOLÉE
1110143;1112/04/20;11 h;HAUTES-FAGNES (AIX-LA-CHAPELLE);ALLEMAGNE;;919055.27;7078755.00;50.77;6.10;;INFORMATION ISOLÉE
1130001;1117/01/03;17 h;LOMBARDIE (VERONE);ITALIE;;1303366.98;6527836.00;45.58;10.75;8.5;INCERTAINE
1100109;1121/12/10;9 h;PAYS DE LIEGE ?;BELGIQUE;;869947.30;7065893.04;50.67;5.40;6;ARBITRAIRE
1110204;1127/03/25;;FORET NOIRE (ST-BLASIEN);ALLEMAGNE;;1084256.55;6753191.68;47.77;8.13;;INFORMATION ISOLÉE
1110205;1128/06/29;;FORET NOIRE (ST-BLASIEN);ALLEMAGNE;;1084256.55;6753191.68;47.77;8.13;;INFORMATION ISOLÉE
1110206;1134/01/12;;FORET NOIRE (ST-BLASIEN);ALLEMAGNE;;1084256.55;6753191.68;47.77;8.13;;INFORMATION ISOLÉE
1110144;1141/04/24;;HAUTES-FAGNES (AIX-LA-CHAPELLE);ALLEMAGNE;;919055.27;7078755.00;50.77;6.10;;INFORMATION ISOLÉE
760009;1142/01/07;6 h;BASSE-VALLEE DE LA SEINE (ROUEN);NORMANDIE;;550202.53;6933511.42;49.48;0.93;5;INCERTAINE
760010;1142/01/09;;BASSE-VALLEE DE LA SEINE (ROUEN);NORMANDIE;REPLIQUE;560937.69;6927675.74;49.43;1.08;;INFORMATION ISOLÉE
1110145;1146/;;TAUNUS (MAYENCE);ALLEMAGNE;GROUPE DE SECOUSSES D UN ESSAIM;1080056.60;7001814.59;50.00;8.30;;INFORMATION ISOLÉE
270001;1151/12/05;;ROUMOIS (ELBEUF);NORMANDIE;;553115.63;6905614.33;49.23;0.98;;
1140082;1152/12/11;22 h;CATALOGNE (RIPOLL);ESPAGNE;GROUPE DE SECOUSSES D UN ESSAIM;632429.55;6122546.16;42.20;2.18;;
30001;1155/01/18;2 h;PLATEAUX JURASSIENS (LONS-LE-SAULNIER ?);FRANCHE-COMTE;;915580.89;6650143.40;46.92;5.83;7;ARBITRAIRE
500007;1155/04/14;5 h;MONT-SAINT-MICHEL;NORMANDIE;;367356.78;6846532.76;48.63;-1.52;;
210001;1155/10/16;9 h;COTE DIJONNAISE (DIJON);BOURGOGNE;;853583.12;6692682.34;47.32;5.03;;
1110207;1158/01/21;1 h;FORET NOIRE (ST-BLASIEN);ALLEMAGNE;;1084256.55;6753191.68;47.77;8.13;;INFORMATION ISOLÉE
500008;1160/01/01;6 h;BOCAGE NORMAND (ST-LO);NORMANDIE;;400803.85;6898531.32;49.12;-1.10;;INFORMATION ISOLÉE
1110208;1161/02/22;17 h;FORET NOIRE (ST-BLASIEN);ALLEMAGNE;;1084256.55;6753191.68;47.77;8.13;;INFORMATION ISOLÉE
1110209;1161/07/16;18 h;FORET NOIRE (ST-BLASIEN);ALLEMAGNE;;1084256.55;6753191.68;47.77;8.13;;INFORMATION ISOLÉE
1110210;1162/02/25;1 h;FORET NOIRE (ST-BLASIEN);ALLEMAGNE;;1084256.55;6753191.68;47.77;8.13;;INFORMATION ISOLÉE
1110211;1162/12/02;7 h;FORET NOIRE (ST-BLASIEN);ALLEMAGNE;;1084256.55;6753191.68;47.77;8.13;;INFORMATION ISOLÉE
490010;1163/08/02;;VAL D'ANJOU (ANGERS);ANJOU;;449762.40;6701515.12;47.37;-0.32;;
490011;1165/06/20;;VAL D'ANJOU (ANGERS);ANJOU;;449762.40;6701515.12;47.37;-0.32;;
1110146;1167/01/20;1 h;BASSE-PLAINE DU RHIN (COLOGNE);ALLEMAGNE;;978145.16;7099990.50;50.93;6.95;;INFORMATION ISOLÉE
500009;1168/02/16;;MONT-SAINT-MICHEL;NORMANDIE;;367356.78;6846532.76;48.63;-1.52;;
490013;1169/10/09;6 h;VAL D'ANJOU (ANGERS);ANJOU;;432668.50;6713378.05;47.47;-0.55;5.5;INFORMATION ISOLÉE
1110212;1170/04/01;17 h;FORET NOIRE (ST-BLASIEN);ALLEMAGNE;;1084256.55;6753191.68;47.77;8.13;;INFORMATION ISOLÉE
260201;1173/01/20;;TRICASTIN (CLANSAYES);DAUPHINE;SECOUSSE INDIVIDUALISEE D UN ESSAIM;844757.94;6364735.60;44.37;4.82;3;INFORMATION ISOLÉE
1110213;1175/04/30;19 h;FORET NOIRE (ST-BLASIEN);ALLEMAGNE;;1084256.55;6753191.68;47.77;8.13;;INFORMATION ISOLÉE
1110092;1179/08/01;22 h;PAYS DE LIEGE ?;BELGIQUE;;894592.56;7070413.55;50.70;5.75;;
1130578;1182/08/15;;LIGURIE (GENOVA);ITALIE;;1173290.48;6386465.01;44.42;8.95;;INFORMATION ISOLÉE
500010;1182/09/29;;MONT-SAINT-MICHEL;NORMANDIE;GROUPE DE SECOUSSES D UN ESSAIM;367356.78;6846532.76;48.63;-1.52;;
300001;1186/03/22;;GARRIGUES (UZES);CEVENNES;;817560.22;6327128.64;44.03;4.47;7.5;ASSEZ SURE
300032;1186/04/06;;GARRIGUES (UZES);CEVENNES;REPLIQUE;813586.15;6325203.99;44.02;4.42;;INFORMATION ISOLÉE
1110097;1189/02/28;1 h;HUNSRUCK ?;ALLEMAGNE;;977232.69;6949408.72;49.58;6.83;;
490014;1207/02/25;1 h;VAL D'ANJOU (ANGERS);ANJOU;;432668.50;6713378.05;47.47;-0.55;;
330004;1208/06/13;;ANGOUMOIS ?;CHARENTES;;473296.62;6520898.63;45.75;0.08;;
1110147;1214/08/29;5 h;EIFEL (COBLENCE);ALLEMAGNE;;1027652.32;7037576.90;50.35;7.60;;
760011;1214/12/20;;BASSE-VALLEE DE LA SEINE (ROUEN);NORMANDIE;GROUPE DE SECOUSSES D UN ESSAIM;560937.69;6927675.74;49.43;1.08;;
1110276;1215/08/28;;RHENANIE DU NORD (KOLN);ALLEMAGNE;;979317.81;7100049.33;50.93;6.97;;INFORMATION ISOLÉE
870001;1216/03/03;1 h;RIBERACOIS (S-W. LA ROCHEBEAUCOURT ?);GUYENNE;;492463.02;6473921.88;45.33;0.35;6.5;ARBITRAIRE
1110148;1223/01/11;7 h;BASSE-PLAINE DU RHIN (COLOGNE);ALLEMAGNE;;978145.16;7099990.50;50.93;6.95;7;INCERTAINE
1110149;1223/01/25;;HAUTES-FAGNES (AIX-LA-CHAPELLE);ALLEMAGNE;;919055.27;7078755.00;50.77;6.10;;INFORMATION ISOLÉE
1140001;1224/11/15;15 h;CATALOGNE ?;ESPAGNE;;700000.00;6155575.07;42.50;3.00;;
680001;1225/10/01;;PLAINE DE HAUTE-ALSACE (COLMAR);ALSACE;;1017851.40;6778917.26;48.03;7.27;;INFORMATION ISOLÉE
870002;1233/04/03;;PLATEAU DU LIMOUSIN (LIMOGES ?);LIMOUSIN;;565456.77;6527442.19;45.83;1.27;;INFORMATION ISOLÉE
680002;1239/09/18;;PLAINE DE HAUTE-ALSACE (RIBEAUVILLE ?);ALSACE;;1020560.50;6797613.84;48.20;7.32;7;INCERTAINE
140002;1241/09/23;20 h;PLAINE DE CAEN ? (CAEN);NORMANDIE;;454598.67;6903409.22;49.18;-0.37;5;INCERTAINE
1100029;1259/05/03;;FLANDRES (GAND);BELGIQUE;;751538.74;7106278.76;51.05;3.73;;INFORMATION ISOLÉE
250036;1267/02/01;2 h;AVANT-PAYS JURASSIEN (BESANCON);FRANCHE-COMTE;;929369.20;6687705.52;47.25;6.03;;INFORMATION ISOLÉE
1150106;1275/09/11;7 h;SOMERSET (GLASTONBURY);GRANDE-BRETAGNE;;300415.50;7129760.31;51.13;-2.70;7;ARBITRAIRE
670004;1279/09/02;;OUTRE-FORET (WISSEMBOURG);ALSACE;;1038249.09;6813452.25;48.33;7.57;;
680004;1280/10/26;;PLAINE DE HAUTE-ALSACE (COLMAR);ALSACE;;1023747.25;6784803.87;48.08;7.35;;INFORMATION ISOLÉE
50001;1282/03;;GAPENCAIS (GAP);ALPES DAUPHINOISES;;952791.20;6388532.42;44.55;6.18;;
560001;1286/08/30;12 h;VANNETAIS (VANNES);BRETAGNE;;267469.01;6743535.99;47.65;-2.77;7;INCERTAINE
560003;1286/09;;VANNETAIS (VANNES);BRETAGNE;REPLIQUE;267469.01;6743535.99;47.65;-2.77;;INFORMATION ISOLÉE
670005;1289/09/24;;PLAINE DE BASSE-ALSACE (STRASBOURG);ALSACE;GROUPE DE SECOUSSES D UN ESSAIM;1050141.67;6841992.57;48.58;7.75;6;INCERTAINE
140003;1291/02/14;;PLAINE DE CAEN (FALAISE ?);NORMANDIE;;484124.19;6879966.16;48.98;0.05;6;ARBITRAIRE
670006;1291/09/10;;VALLEE DU RHIN (MANNHEIM ?);ALLEMAGNE;;1078987.62;6927386.13;49.33;8.22;;
1110003;1295/04/03;;FORET NOIRE ?;ALLEMAGNE;;1047835.54;6776905.19;48.00;7.67;;
370002;1296/02/12;;VALLEE DE LA LOIRE (BOURGUEIL);TOURAINE;;485880.16;6690843.95;47.28;0.17;;
1130503;1301/11/30;;PIEMONT (CUNEO);ITALIE;;1060957.95;6375286.13;44.38;7.53;7;INCERTAINE
460001;1302/02/19;6 h;BIGORRE ?;PYRENEES CENTRALES;;468810.50;6215331.93;43.00;0.17;7;ARBITRAIRE
340001;1309/03/24;;BASSE-PLAINE DE L'HERAULT ? (PEZENAS);LANGUEDOC;;735131.91;6253896.93;43.38;3.43;;
280001;1312/;;BEAUCE (CHARTRES ?);ORLEANAIS-BLESOIS-PAYS CHARTRAIN;;589087.35;6817689.78;48.45;1.50;;
170005;1312/11/12;23 h 55 min;SAINTONGE (SAINTES ?);CHARENTES;;417627.86;6523208.84;45.75;-0.63;;
370003;1316/09/10;;BRENNE ?;BERRY;;547105.67;6620445.99;46.67;1.00;7;ARBITRAIRE
860001;1318/02/15;;PLAINES DU HAUT-POITOU (POITIERS ?);POITOU;;497120.83;6612659.32;46.58;0.35;;
1110151;1318/11/09;;HUNSRUCK (KAPPEL ?);ALLEMAGNE;;1011601.02;7005062.69;50.07;7.35;;
1120177;1322/10/16;6 h;LAC LEMAN (GENEVE ?);SUISSE;;961301.97;6590819.27;46.37;6.40;;
250040;1322/12/29;9 h;AVANT-PAYS JURASSIEN (BESANCON);FRANCHE-COMTE;;929369.20;6687705.52;47.25;6.03;5;INFORMATION ISOLÉE
1100108;1324/12/17;12 h;PAYS DE LIEGE (HUY);BELGIQUE;;862064.17;7052653.80;50.55;5.28;;
1130507;1326/08/02;6 h;RIVIERA DI PONENTE (VINTIMILLE);ITALIE;;1070141.60;6309041.68;43.78;7.60;;INFORMATION ISOLÉE
850001;1330/07/07;;MARAIS POITEVIN (MAILLEZAIS);PAYS NANTAIS ET VENDEEN;;413098.45;6591976.37;46.37;-0.73;;
460002;1335/12/29;8 h;ANGOUMOIS (S-E. ANGOULEME);CHARENTES;;495440.51;6484934.27;45.43;0.38;7;ARBITRAIRE
240002;1344/;;SARLADAIS (SARLAT-LA-CANEDA);GUYENNE;;559193.80;6422051.25;44.88;1.22;;INFORMATION ISOLÉE
1110004;1348/01/25;;CARINTHIE (VILLACH);AUTRICHE;;1527693.15;6669911.74;46.62;13.85;9;INCERTAINE
190002;1348/06/21;14 h;BOCAGE LIMOUSIN (UZERCHE);LIMOUSIN;;587900.40;6480711.21;45.42;1.57;;INFORMATION ISOLÉE
1120045;1356/10/18;17 h;JURA SUISSE (BALE);SUISSE;PRECURSEUR;1045783.13;6726700.04;47.55;7.60;7.5;INCERTAINE
1120046;1356/10/18;22 h;JURA SUISSE (BALE);SUISSE;;1046214.34;6719306.42;47.48;7.60;9;ASSEZ SURE (SPONHEUER)
1120165;1356/10/18;12 h;JURA SUISSE (BALE);SUISSE;GROUPE DE SECOUSSES D UN ESSAIM;1045783.13;6726700.04;47.55;7.60;;
1120166;1356/10/18;17 h 30 min;JURA SUISSE (BALE);SUISSE;GROUPE DE SECOUSSES D UN ESSAIM;1042242.07;6722785.35;47.52;7.55;;
1120167;1356/10/18;22 h 30 min;JURA SUISSE (BALE);SUISSE;GROUPE DE SECOUSSES D UN ESSAIM;1045783.13;6726700.04;47.55;7.60;;
1120047;1356/10/19;;JURA SUISSE (BALE);SUISSE;REPLIQUE;1048503.08;6723149.84;47.52;7.63;;
1120172;1357/04/06;;JURA SUISSE (BALE);SUISSE;;1045783.13;6726700.04;47.55;7.60;;INFORMATION ISOLÉE
1110125;1357/04/09;;HARDT (LANDAU ?);ALLEMAGNE;GROUPE DE SECOUSSES D UN ESSAIM;1063855.00;6917116.24;49.25;8.00;;
1110126;1357/05/05;4 h 30 min;TAUNUS (FRANCFORT);ALLEMAGNE;SECOUSSE INDIVIDUALISEE D UN ESSAIM;1106698.39;7014831.41;50.10;8.68;;INFORMATION ISOLÉE
1120174;1357/05/06;;SCHWYZ (EINSIEDELN);SUISSE;;1135593.52;6684356.07;47.12;8.75;;INFORMATION ISOLÉE
670007;1357/05/09;16 h;HARDT (LANDAU ?);ALLEMAGNE;SECOUSSE INDIVIDUALISEE D UN ESSAIM;1063855.00;6917116.24;49.25;8.00;7;ARBITRAIRE
1110127;1357/08/05;;TAUNUS (FRANCFORT);ALLEMAGNE;SECOUSSE INDIVIDUALISEE D UN ESSAIM;1106698.39;7014831.41;50.10;8.68;;INFORMATION ISOLÉE
670008;1362/05/04;;PLAINE DE BASSE-ALSACE (STRASBOURG);ALSACE;GROUPE DE SECOUSSES D UN ESSAIM;1050141.67;6841992.57;48.58;7.75;;
670009;1362/07/08;;PLAINE DE BASSE-ALSACE (STRASBOURG);ALSACE;;1050141.67;6841992.57;48.58;7.75;;
680007;1363/07/03;;PLAINE DE HAUTE-ALSACE (THANN);ALSACE;;1006696.20;6754216.62;47.82;7.10;7;INCERTAINE
680008;1364/05/11;;PLAINE DE HAUTE-ALSACE (THANN);ALSACE;;1029215.26;6798093.86;48.20;7.43;;
680009;1364/09/01;;PLAINE DE HAUTE-ALSACE (THANN);ALSACE;;1029215.26;6798093.86;48.20;7.43;;
310001;1366/;;HAUT-COMMINGES (LUCHON ?);PYRENEES CENTRALES;;503481.12;6191930.10;42.80;0.60;;
680010;1372/06/01;5 h;PLAINE DE HAUTE-ALSACE (MULHOUSE ?);ALSACE;;1022045.72;6747616.13;47.75;7.30;7;INCERTAINE
670010;1372/09/08;;VALLEE DU RHIN (KAISERSTUHL ?);ALLEMAGNE;;1047397.96;6784300.59;48.07;7.67;;
1140003;1373/03/03;0 h 5 min;RIBAGORZA (LAS BORDAS);ESPAGNE;;512763.46;6182382.70;42.72;0.72;8.5;INCERTAINE
1140004;1373/03/19;18 h;CATALOGNE ?;ESPAGNE;;662671.72;6105609.89;42.05;2.55;;
1140005;1373/05/03;15 h;CATALOGNE ?;ESPAGNE;;662671.72;6105609.89;42.05;2.55;;
1140006;1373/05/23;18 h;RIBAGORZA ?;ESPAGNE;;515601.69;6186009.98;42.75;0.75;7.5;ARBITRAIRE
340023;1373/09/22;2 h;LITTORAL LANGUEDOCIEN (MONTPELLIER);LANGUEDOC;;769978.20;6280119.21;43.62;3.87;;
660004;1376/02/21;2 h;MEDITERRANEE (GOLFE DU LION ?);LANGUEDOC;;740701.03;6227990.31;43.15;3.50;;
380002;1379/08/03;;TRIEVES (MENS);DAUPHINE;;917363.49;6416841.98;44.82;5.75;6;INCERTAINE
660005;1381/04/27;13 h;PLAINE DU ROUSSILLON (PERPIGNAN);PYRENEES ORIENTALES;;691796.37;6177826.85;42.70;2.90;4;INFORMATION ISOLÉE
380126;1382/05/18;;VERCORS (VIF);DAUPHINE;;909904.25;6442516.90;45.05;5.67;5;INFORMATION ISOLÉE
1150001;1382/05/21;14 h;MER DU NORD (N-E. DEAL ?);GRANDE-BRETAGNE;;630120.91;7138081.31;51.33;2.00;7.5;INCERTAINE
1150073;1382/05/24;;MER DU NORD (N-E. DEAL ?);GRANDE-BRETAGNE;REPLIQUE;630120.91;7138081.31;51.33;2.00;;
1110005;1384/12/24;;SOUABE (MEMMINGEN);ALLEMAGNE;;1250763.16;6887340.59;48.85;10.52;;
440003;1386/11/05;6 h;PAYS DE NANTES (NANTES);PAYS NANTAIS ET VENDEEN;;355838.71;6689515.23;47.22;-1.55;;INFORMATION ISOLÉE
440004;1387/05/28;;PAYS DE NANTES (NANTES);PAYS NANTAIS ET VENDEEN;;355838.71;6689515.23;47.22;-1.55;;INFORMATION ISOLÉE
680011;1391/03/23;;SUNDGAU ?;ALSACE;;1017851.36;6732554.10;47.62;7.23;;
100001;1393/10/07;6 h 45 min;PLATEAU CHAMPENOIS (TROYES);CHAMPAGNE;;779098.81;6800497.91;48.30;4.07;;
1110106;1395/06/11;3 h;HAUTES-FAGNES (DUREN ?);ALLEMAGNE;;959588.40;7069338.29;50.67;6.67;6.5;ARBITRAIRE
340004;1397/05/26;23 h 55 min;CAMARGUE (ARLES);PROVENCE;;839541.33;6299788.86;43.78;4.73;5.5;INCERTAINE
1140123;1397/05/28;22 h;CATALOGNE (GERONA);ESPAGNE;;684774.91;6098101.06;41.98;2.82;;INFORMATION ISOLÉE
440080;1399/10;;PAYS DE NANTES (NANTES);PAYS NANTAIS ET VENDEEN;;355838.71;6689515.23;47.22;-1.55;5;INFORMATION ISOLÉE
670011;1415/11/30;6 h;PLAINE DE BASSE-ALSACE (STRASBOURG);ALSACE;;1050141.67;6841992.57;48.58;7.75;4.5;INFORMATION ISOLÉE
1120179;1416/07/21;;JURA SUISSE (BALE);SUISSE;;1045783.13;6726700.04;47.55;7.60;6;INFORMATION ISOLÉE
1140109;1427/02;11 h;CATALOGNE (GERONA);ESPAGNE;;684774.91;6098101.06;41.98;2.82;;INFORMATION ISOLÉE
1140110;1427/03/02;21 h;CATALOGNE (AMER);ESPAGNE;PRECURSEUR;666800.48;6101877.67;42.02;2.60;;
1140111;1427/03/03;1 h;CATALOGNE (AMER);ESPAGNE;PRECURSEUR;666800.48;6101877.67;42.02;2.60;;
1140107;1427/03/13;11 h;CATALOGNE (AMER);ESPAGNE;PRECURSEUR;666800.48;6101877.67;42.02;2.60;6.5;INCERTAINE
1140120;1427/03/14;12 h;CATALOGNE (AMER);ESPAGNE;PRECURSEUR;666800.48;6101877.67;42.02;2.60;6;INCERTAINE
1140011;1427/03/15;23 h;CATALOGNE (AMER );ESPAGNE;PRECURSEUR;666800.48;6101877.67;42.02;2.60;6;INCERTAINE
1140108;1427/03/19;21 h;CATALOGNE (AMER);ESPAGNE;;666800.48;6101877.67;42.02;2.60;8;ASSEZ SURE
1140121;1427/03/21;12 h;CATALOGNE (AMER);ESPAGNE;REPLIQUE;666800.48;6101877.67;42.02;2.60;5;INCERTAINE
1140122;1427/03/22;13 h;CATALOGNE (AMER);ESPAGNE;REPLIQUE;666800.48;6101877.67;42.02;2.60;5;INCERTAINE
1140130;1427/04/13;;CATALOGNE (GERONA);ESPAGNE;;684774.91;6098101.06;41.98;2.82;;INFORMATION ISOLÉE
1140131;1427/04/22;22 h;CATALOGNE (LLORET SELVATGE);ESPAGNE;;665397.57;6098174.68;41.98;2.58;6.5;INCERTAINE
1140012;1427/05/15;15 h;CATALOGNE (VALL D'EN BAS-OLOT);ESPAGNE;;654467.11;6118645.99;42.17;2.45;8;INCERTAINE
1140132;1427/06/14;8 h;CATALOGNE (CALDES DE MALAVELLA);ESPAGNE;;684736.15;6081403.77;41.83;2.82;7;INCERTAINE
1140014;1428/02/02;8 h;CATALOGNE (CAMPRODON);ESPAGNE;GROUPE DE SECOUSSES D UN ESSAIM;640821.06;6135447.05;42.32;2.28;9;ASSEZ SURE
440005;1428/05;;PAYS DE NANTES (NANTES);PAYS NANTAIS ET VENDEEN;;355838.71;6689515.23;47.22;-1.55;6;INFORMATION ISOLÉE
1120180;1428/12/13;;JURA SUISSE (BALE);SUISSE;;1045783.13;6726700.04;47.55;7.60;6.5;INFORMATION ISOLÉE
1140015;1430/01/11;;CATALOGNE (OLOT);ESPAGNE;;642147.98;6129871.52;42.27;2.30;;
1110152;1440/12/08;6 h;BASSE-PLAINE DU RHIN (COLOGNE);ALLEMAGNE;;978145.16;7099990.50;50.93;6.95;;INFORMATION ISOLÉE
490015;1442/01/26;;VAL D'ANJOU (ANGERS);ANJOU;;432668.50;6713378.05;47.47;-0.55;6;INFORMATION ISOLÉE
680012;1444/11/30;6 h;SUNDGAU ?;ALSACE;;1024539.67;6747752.60;47.75;7.33;6.5;ARBITRAIRE
300030;1448/05/24;;GARRIGUES (NIMES);CEVENNES;;813586.15;6325203.99;44.02;4.42;7.5;INCERTAINE
1140017;1448/05/25;1 h;CATALOGNE (LLINARS);ESPAGNE;;647077.29;6057474.67;41.62;2.37;7.5;INCERTAINE
1100008;1449/04/23;3 h;MER DU NORD (N-W. OSTENDE ?);BELGIQUE;;665259.94;7169363.63;51.62;2.50;7;ARBITRAIRE
630078;1450/;;LIMAGNE (RIOM);AUVERGNE;;709048.34;6531524.63;45.88;3.12;7;INCERTAINE
660007;1450/09/16;10 h;CATALOGNE (RIPOLL ?);ESPAGNE;;618594.18;6118994.30;42.17;2.02;7;ARBITRAIRE
1120181;1454/09/14;22 h;JURA SUISSE (BALE);SUISSE;GROUPE DE SECOUSSES D UN ESSAIM;1045783.13;6726700.04;47.55;7.60;;INFORMATION ISOLÉE
1100122;1455/03/27;;FLANDRE ORIENTALE (GAND);BELGIQUE;;751538.74;7106278.76;51.05;3.73;5;INFORMATION ISOLÉE
1140083;1456/02/09;;CERDAGNE (PUIGCERDA);ESPAGNE;;612096.53;6148752.26;42.43;1.93;;INFORMATION ISOLÉE
1110201;1459/01/12;;VALLEE DU RHIN (KAISERSTUHL);ALLEMAGNE;;1046267.67;6782378.47;48.05;7.65;;INFORMATION ISOLÉE
1110202;1465/10/11;21 h;VALLEE DU RHIN (KAISERSTUHL);ALLEMAGNE;;1046267.67;6782378.47;48.05;7.65;;INFORMATION ISOLÉE
370034;1468/05/25;;VALLEE DE LA LOIRE (TOURS);TOURAINE;;536602.22;6702203.68;47.40;0.83;;
670013;1469/02/13;;PLAINE DE BASSE-ALSACE (STRASBOURG);ALSACE;;1050141.67;6841992.57;48.58;7.75;;
1110006;1470/02/16;5 h;FORET NOIRE (IHRINGEN ?);ALLEMAGNE;;1045411.57;6754501.02;47.80;7.62;;
680013;1472/03/07;20 h;JURA SUISSE (BALE);SUISSE;;1045783.13;6726700.04;47.55;7.60;;
680014;1472/03/22;4 h;JURA SUISSE (BALE);SUISSE;;1045783.13;6726700.04;47.55;7.60;;
1110153;1475/08/24;23 h 55 min;VALLEE DU RHIN (MANNHEIM ?);ALLEMAGNE;;1096957.86;6965782.02;49.67;8.50;5.5;ARBITRAIRE
570005;1477/06/29;;COTES DE MOSELLE (METZ);LORRAINE;;932344.15;6895445.99;49.12;6.18;6;INFORMATION ISOLÉE
630002;1477/06/29;7 h;LIMAGNE (RIOM);AUVERGNE;;707762.73;6525970.34;45.83;3.10;7.5;ASSEZ SURE
490016;1485/03/14;7 h;VAL D'ANJOU (ANGERS);ANJOU;;432668.50;6713378.05;47.47;-0.55;6;INFORMATION ISOLÉE
490017;1487/03/22;9 h;VAL D'ANJOU (ANGERS);ANJOU;;432668.50;6713378.05;47.47;-0.55;;
1110154;1487/12/21;18 h;TAUNUS (MAYENCE);ALLEMAGNE;;1081998.98;6990787.58;49.90;8.32;;
630005;1490/03/01;10 h;LIMAGNE (RIOM);AUVERGNE;GROUPE DE SECOUSSES D UN ESSAIM;697412.45;6525965.97;45.83;2.97;8;ASSEZ SURE
630079;1490/03/06;10 h;LIMAGNE (RIOM);AUVERGNE;REPLIQUE;706474.78;6520416.31;45.78;3.08;;
120018;1490/06/14;18 h;GRANDS CAUSSES (RECOULES);QUERCY-ROUERGUE;;697342.12;6359367.74;44.33;2.97;4;INFORMATION ISOLÉE
1120182;1492/11/07;;JURA SUISSE (BALE);SUISSE;;1045783.13;6726700.04;47.55;7.60;;INFORMATION ISOLÉE
490018;1493/03/09;;VAL D'ANJOU (ANGERS);ANJOU;GROUPE DE SECOUSSES D UN ESSAIM;432668.50;6713378.05;47.47;-0.55;;
60006;1494/06/23;;ALPES NICOISES (ROQUEBILLIERE);ALPES MARITIMES;;1046152.19;6329945.19;43.98;7.32;8;INCERTAINE
490019;1497/05/14;23 h;BASSE-VALLEE DU LOIR (TIERCE);ANJOU;;444435.26;6723979.88;47.57;-0.40;7;INCERTAINE
1120183;1498/11/10;;JURA SUISSE (BALE);SUISSE;;1045783.13;6726700.04;47.55;7.60;;INFORMATION ISOLÉE
1130575;1502/05;;PIEMONT (CUNEO);ITALIE;;1060957.95;6375286.13;44.38;7.53;7;INFORMATION ISOLÉE
1130576;1502/09/23;;PIEMONT (CUNEO);ITALIE;;1060957.95;6375286.13;44.38;7.53;7;INFORMATION ISOLÉE
1120335;1504/05/27;;GENEVOIS (GENEVE);SUISSE;;942763.54;6573377.76;46.22;6.15;;INFORMATION ISOLÉE
1120347;1504/06/10;14 h;GENEVOIS (GENEVE);SUISSE;;942763.54;6573377.76;46.22;6.15;;INFORMATION ISOLÉE
1100009;1504/08/23;23 h;HAUTES-FAGNES (AIX-LA-CHAPELLE);ALLEMAGNE;;919055.27;7078755.00;50.77;6.10;6.5;INCERTAINE
1100030;1505/06/30;4 h;PAYS DE LIEGE (LIEGE ?);BELGIQUE;;886216.36;7073844.81;50.73;5.63;;
